Tag,h2.2008,h1.2009,h2.2009,h1.2010,h2.2010,h1.2011,h2.2011,h1.2012,h2.2012,h1.2013,h2.2013,h1.2014,h2.2014,h1.2015,h2.2015,h1.2016,h2.2016,h1.2017,h2.2017,h1.2018,h2.2018,h1.2019,h2.2019,TopicNumber,Propensity
nsnotificationcenter,0,0,1,12,23,45,82,80,110,123,113,105,105,107,106,91,91,66,62,45,51,49,10,topic_526,0.052739065
wso2cep,0,0,0,0,0,0,0,0,3,9,5,1,22,21,28,63,41,34,7,11,4,2,0,topic_927,0.0053532957
urlsession,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,45,39,64,59,57,28,topic_417,0.024441566
buddypress,0,2,1,3,10,27,26,50,40,64,55,59,53,56,52,35,42,34,35,21,28,37,17,topic_271,0.047090184
html-table,46,117,218,324,376,630,790,1011,1176,1502,1399,1252,950,996,1054,992,927,1079,1031,983,1044,833,240,topic_870,0.5733765
azure,12,42,109,192,342,727,830,1462,2039,2594,2423,2906,2897,3718,4309,5788,5231,6935,6894,6976,7546,8308,2794,topic_169,0.8566489
onkeyup,0,0,2,16,17,39,26,26,19,29,31,32,25,27,18,14,15,17,21,25,12,7,0,topic_818,0.08098039
mpi,5,13,18,64,47,172,170,255,275,319,369,392,296,342,387,387,328,347,290,287,247,291,85,topic_756,0.2522383
android-sdcard,0,1,3,10,29,64,93,137,144,138,99,129,101,70,74,91,66,64,45,37,30,19,8,topic_521,0.06653792
smartgwt,1,6,15,37,51,100,114,196,136,136,81,104,58,45,44,41,29,17,17,10,20,15,5,topic_181,0.045007773
facet-grid,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,18,25,39,34,38,64,23,topic_743,0.0010053044
chronometer,0,1,0,3,3,10,11,12,25,17,15,16,12,15,15,17,17,12,8,13,21,9,7,topic_521,0.011679772
pg-dump,2,2,2,2,7,7,6,7,9,19,27,18,11,21,20,13,22,29,27,44,30,42,19,topic_582,0.016506368
overload-resolution,0,1,3,5,9,23,11,18,21,24,26,32,29,39,43,34,37,34,19,23,21,23,13,topic_620,0.026673134
saxparser,1,2,2,12,32,78,88,91,71,85,60,77,54,44,36,29,22,28,15,17,12,16,4,topic_587,0.047004856
amazon-vpc,0,0,0,1,2,0,2,7,9,14,21,48,33,50,65,62,80,76,93,102,86,140,61,topic_331,0.026810486
advanced-custom-fields,0,0,0,0,0,0,0,0,1,2,41,145,176,207,200,256,240,261,259,239,334,339,108,topic_371,0.16615294
asp.net-web-api,2,2,5,3,0,7,16,631,1466,1892,2188,2622,2372,2694,2460,2701,2621,2632,2145,1728,1720,1581,513,topic_734,0.7440065
cplex,1,2,1,0,1,3,6,22,26,43,36,37,58,44,50,86,84,85,85,120,120,179,44,topic_887,0.06800917
css-transitions,0,0,1,8,16,39,106,239,358,459,488,328,263,284,390,361,335,295,233,246,226,194,56,topic_481,0.04772251
android-testing,0,0,2,1,1,1,4,32,55,72,113,131,88,135,163,160,147,123,89,96,119,118,45,topic_810,0.11825625
play-reactivemongo,0,0,0,0,0,0,0,0,0,0,0,0,13,16,18,29,14,14,8,10,1,8,1,topic_400,0.0026370431
openstack,0,0,0,0,0,0,5,22,46,87,141,188,173,216,179,197,209,173,182,181,215,155,50,topic_529,0.1962123
cmis,0,0,0,6,3,10,9,20,31,43,35,44,37,33,24,45,33,42,30,24,19,8,2,topic_76,0.0023629218
decorator,17,56,79,106,102,137,117,166,187,193,182,176,159,174,189,207,184,202,207,205,201,221,74,topic_953,0.3028175
internal,4,7,18,18,27,43,54,69,68,67,50,48,41,41,31,39,43,34,29,24,10,0,0,topic_740,0.06470839
signature,8,8,24,25,22,59,56,70,75,75,57,59,33,69,74,80,88,76,76,107,108,94,32,topic_751,0.06784193
list-comprehension,12,28,48,51,76,96,86,111,133,190,206,260,213,256,229,280,288,300,341,351,330,325,123,topic_201,0.56730896
symbolic-math,1,7,6,7,11,10,14,25,23,46,61,79,84,87,82,80,75,75,72,79,65,68,25,topic_202,0.045861013
nagios,3,3,3,10,24,21,19,32,55,69,72,94,72,70,98,67,95,69,64,49,54,39,17,topic_668,0.06480659
postscript,9,14,19,28,33,31,38,49,64,61,50,54,40,57,36,44,48,48,25,50,23,32,14,topic_549,0.025547553
custom-post-type,0,0,0,7,37,42,32,80,143,162,178,199,180,203,168,182,163,174,159,173,195,166,52,topic_271,0.17071778
wget,11,18,38,41,66,108,107,138,180,201,173,212,203,192,188,185,165,188,149,160,166,147,47,topic_629,0.16074786
gulp-sass,0,0,0,0,0,0,0,0,0,0,0,3,42,56,84,101,78,70,58,45,42,53,17,topic_553,0.013145808
jquery-cycle2,0,0,0,0,0,0,0,0,2,21,40,57,34,22,7,13,8,7,3,2,2,5,0,topic_98,0.01919859
esri,7,5,19,26,18,12,15,22,41,31,80,54,53,43,75,67,62,49,32,28,42,18,13,topic_593,0.047711954
google-analytics-firebase,0,0,0,0,0,0,0,0,0,0,0,27,62,53,35,67,45,35,36,25,54,23,6,topic_313,0.005639395
installation,147,263,347,395,393,541,519,625,631,663,622,724,727,639,600,623,609,631,515,619,554,544,185,topic_270,0.33722225
libav,0,0,0,1,2,4,14,12,32,41,37,30,22,29,24,16,20,12,20,20,35,28,25,topic_698,0.014952004
jpopupmenu,0,1,4,4,11,16,10,24,24,26,23,15,13,13,9,14,10,4,6,5,3,3,0,topic_139,0.0114931185
multilingual,29,32,66,97,110,132,139,158,190,200,175,171,171,161,132,137,138,134,112,116,118,111,33,topic_896,0.17939217
stereo-3d,0,1,3,0,0,20,9,18,20,28,24,29,32,31,27,29,18,33,29,19,27,22,8,topic_929,0.027634077
include,62,135,201,300,317,430,541,557,627,753,625,566,466,454,382,395,370,281,248,273,229,216,76,topic_615,0.34466118
chatbot,2,2,3,3,2,5,6,7,8,6,7,10,6,9,10,58,109,239,261,349,425,423,166,topic_686,0.0739301
selectize.js,0,0,0,0,0,0,0,0,0,0,15,30,36,64,59,50,66,52,37,40,49,30,4,topic_247,0.06957096
ansible-inventory,0,0,0,0,0,0,0,0,0,0,2,2,6,11,8,14,19,64,67,50,63,99,36,topic_698,0.015558648
sqlcommand,5,14,17,21,22,35,43,40,49,63,77,63,51,30,45,38,41,37,26,23,30,32,11,topic_772,0.011140064
psql,2,0,1,0,4,9,6,14,44,85,80,134,119,145,171,169,176,168,192,221,202,216,58,topic_70,0.047412775
mkannotationview,0,0,1,15,28,38,70,69,107,54,77,74,66,58,57,38,43,27,33,30,21,25,7,topic_301,0.004115771
xcode-ui-testing,0,0,0,0,0,0,0,0,0,0,0,2,0,10,224,192,179,131,99,73,66,37,10,topic_315,0.05125881
html.dropdownlistfor,0,1,0,6,16,22,29,51,102,74,79,114,116,101,59,56,36,56,32,22,21,32,10,topic_302,0.060549058
dimensions,2,7,16,30,36,46,51,51,60,67,59,46,46,55,44,52,54,58,44,58,48,40,11,topic_521,0.044879753
apollo-server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,62,83,161,241,89,topic_180,0.045011543
voice,3,7,17,29,35,53,41,42,53,74,26,55,44,48,43,40,25,29,35,34,61,54,23,topic_110,0.03712436
trello,0,0,0,0,0,0,0,22,22,16,18,28,21,44,36,37,55,39,19,24,24,45,10,topic_475,0.055793993
ng-grid,0,0,0,0,0,0,0,0,0,35,180,255,240,186,84,35,22,8,12,1,6,2,0,topic_956,0.017054314
client-certificates,4,5,5,8,8,19,24,27,23,46,46,46,51,54,49,76,63,62,59,53,63,89,23,topic_73,0.074671544
vuex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,277,454,558,777,855,292,topic_365,0.051322553
ui-automation,3,2,17,23,30,64,61,99,115,115,134,160,131,145,135,169,160,191,173,152,201,193,74,topic_249,0.074160516
lotus,2,6,9,14,18,25,26,52,59,72,61,72,61,84,36,33,32,40,35,16,16,33,9,topic_752,0.040449664
axis,19,27,41,56,50,87,102,122,131,144,140,168,117,148,137,172,119,121,118,109,118,117,50,topic_484,0.07679061
fluentvalidation,0,0,0,8,16,23,42,46,44,58,34,51,49,63,56,52,58,48,42,38,65,72,27,topic_708,0.015470481
app-config,30,111,121,126,116,140,187,177,223,211,186,163,128,101,134,138,115,103,78,84,101,88,25,topic_759,0.12414358
newline,23,64,98,139,144,172,180,239,221,290,261,288,241,224,256,215,165,212,145,165,156,148,39,topic_989,0.16716516
jaas,1,20,17,13,27,46,37,46,52,63,50,80,53,57,39,45,37,31,31,18,34,20,12,topic_520,0.044637054
titan,0,0,0,0,0,0,0,0,5,25,61,93,115,110,99,177,125,98,25,11,4,2,1,topic_846,0.06439755
associative,3,2,10,12,14,21,19,17,28,45,28,39,25,16,19,19,16,13,7,12,12,16,3,topic_328,0.012225627
pentaho,2,4,8,11,30,37,44,71,120,157,213,257,241,275,250,298,206,201,187,190,217,177,60,topic_279,0.100350805
nscollectionview,0,0,15,12,9,16,10,15,15,19,17,16,20,20,15,28,30,34,27,23,19,22,4,topic_408,0.013014962
mojolicious,0,0,0,1,5,8,12,25,41,46,37,29,36,34,38,32,23,41,41,31,36,30,9,topic_317,0.007109709
unit-testing,680,958,1316,1570,1942,2167,2149,2296,2435,2792,3057,3565,3459,3859,4121,4385,4097,4135,4013,3524,3575,3660,1186,topic_60,0.67837405
offset,1,13,15,38,41,82,98,107,130,165,164,159,138,148,134,135,109,154,118,126,102,119,42,topic_74,0.12905903
maven,6,9,38,218,402,1483,1927,2828,3121,3552,4080,4774,4547,4806,5245,5048,4547,4994,4640,3862,4012,3749,1245,topic_588,0.82847553
cascade,13,12,19,35,38,54,61,68,92,105,89,91,63,53,52,58,37,33,52,53,44,37,17,topic_454,0.059726615
capture,11,24,37,47,59,84,58,80,105,103,66,58,56,65,57,61,47,48,46,49,55,38,13,topic_31,0.15352798
keyboard-events,4,16,25,36,52,71,69,73,74,104,86,110,98,130,126,98,86,101,74,83,68,84,32,topic_550,0.18397915
redux-form,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,77,248,414,406,371,284,289,71,topic_178,0.24102964
histogram,2,8,26,23,36,82,118,137,177,237,256,343,265,318,319,282,296,338,295,303,303,307,105,topic_780,0.013346726
sequence,5,40,49,68,107,126,119,188,198,227,221,253,220,277,247,226,240,258,212,249,266,250,86,topic_109,0.2145568
bootstrap-select,0,0,0,0,0,0,0,0,0,1,9,28,41,40,34,44,41,67,34,46,49,32,16,topic_318,0.048455913
f2py,0,0,1,3,1,1,9,20,18,21,23,21,18,33,23,28,28,22,15,22,26,19,11,topic_995,0.023986598
carrierwave,0,0,0,0,3,76,136,208,215,262,282,228,212,211,180,187,182,155,116,93,95,91,21,topic_342,0.037472513
aggregation-framework,0,0,0,2,3,1,3,11,56,162,178,452,426,395,521,554,610,756,523,693,841,705,186,topic_381,0.20756544
prestashop-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,129,131,116,200,185,62,topic_714,0.023022542
com-interop,30,33,84,91,118,139,110,128,117,78,102,95,72,67,51,62,53,47,52,39,40,42,11,topic_739,0.049111776
powerbi-desktop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,217,252,134,topic_313,0.007880538
amazon-eks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,107,135,45,topic_105,0.005577048
ramda.js,0,0,0,0,0,0,0,0,0,0,0,0,13,13,36,60,86,97,127,74,103,114,35,topic_492,0.07332035
safari-extension,0,0,0,12,47,27,40,39,44,29,43,33,29,38,28,20,32,22,23,10,34,21,4,topic_890,0.0563631
matlab-guide,0,4,1,6,1,14,19,43,63,105,114,115,110,131,86,116,119,94,52,50,36,48,10,topic_216,0.014368312
android-2.3-gingerbread,0,0,0,0,0,4,22,80,91,62,91,53,34,22,14,4,4,3,3,0,1,1,0,topic_698,0.017271526
object-literal,2,1,9,6,18,29,18,35,21,29,38,33,30,24,22,25,24,24,25,16,10,11,7,topic_349,0.016620092
iteration,24,62,97,126,152,197,214,298,331,413,423,407,424,462,496,484,432,490,435,470,429,444,159,topic_559,0.09482912
android-appcompat,0,0,0,0,0,0,0,1,0,1,78,132,412,506,400,298,177,109,98,74,89,58,32,topic_791,0.25718766
amazon-elb,0,0,0,1,2,1,5,25,17,27,40,49,70,64,74,126,128,122,135,109,125,176,59,topic_644,0.07110877
insert-into,0,0,0,3,10,7,9,23,22,39,39,56,44,50,68,68,57,62,49,58,44,33,0,topic_558,0.020489408
getopts,3,1,0,1,3,3,8,14,11,21,19,35,26,23,20,14,21,16,39,21,15,17,6,topic_914,0.00283899
mvp,34,53,74,95,95,96,103,118,98,73,72,72,54,49,61,88,128,148,84,103,82,78,33,topic_269,0.031741757
oxyplot,0,0,0,0,0,0,0,0,0,6,17,22,33,46,54,52,49,56,31,32,27,25,17,topic_302,0.027158897
toad,10,9,17,12,31,30,32,50,59,62,67,75,51,82,69,64,67,61,41,47,42,60,22,topic_109,0.054847933
nativescript-telerik-ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,38,25,32,36,36,5,topic_954,0.004182378
tensor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,84,143,200,202,230,81,topic_749,0.029321324
antlr3,0,0,20,37,32,65,73,93,107,116,67,57,45,34,23,24,15,26,9,15,11,7,7,topic_759,0.03783341
rjava,0,0,0,1,5,5,8,11,21,23,21,28,27,45,33,30,32,49,56,46,28,33,8,topic_822,0.045863226
antlr4,0,0,1,1,0,1,0,1,12,136,198,238,232,233,187,208,242,199,209,213,179,186,57,topic_898,0.16267143
command,31,68,134,176,193,281,296,405,426,599,595,576,546,573,490,517,417,384,365,354,379,393,131,topic_124,0.32032633
extjs6-classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,47,72,62,32,33,43,17,7,topic_961,0.01884186
jaxb2,0,3,4,7,30,40,57,46,68,71,64,52,50,42,44,34,26,27,38,39,18,0,0,topic_917,0.04431011
web-audio-api,0,0,0,0,0,1,6,16,58,100,123,134,133,177,155,148,105,97,103,102,110,130,34,topic_537,0.03974592
android-architecture-components,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,196,304,371,299,77,topic_667,0.11424017
datarow,6,18,14,26,23,40,41,53,38,65,56,37,30,41,33,37,29,19,15,18,21,21,8,topic_691,0.03721234
actions-on-google,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,184,405,495,656,579,151,topic_714,0.066880085
landscape,3,9,27,44,74,104,102,85,132,109,95,99,70,58,59,59,37,46,37,20,30,23,9,topic_524,0.09302652
enable-if,0,0,0,4,5,8,8,12,26,8,17,11,27,33,25,25,22,30,19,20,28,33,11,topic_651,0.010074668
android-5.0-lollipop,0,0,0,0,0,0,1,1,1,0,1,63,953,924,372,200,123,53,40,20,18,19,5,topic_769,0.10070046
numba,0,0,0,0,0,0,0,0,0,4,23,33,43,42,46,57,46,65,99,115,117,142,61,topic_745,0.034933124
renderscript,0,0,0,1,1,10,12,31,26,33,87,78,56,44,71,43,52,41,30,23,22,35,5,topic_504,0.03277299
html5,14,28,152,633,1459,2900,3985,6340,7529,10212,10060,10715,8840,9067,8734,7562,6684,6415,5468,4862,4400,3600,0,topic_293,0.7620206
datastore,1,2,8,10,23,51,21,56,66,29,40,20,24,41,30,17,20,42,37,36,44,35,12,topic_95,0.07042254
fabricjs,0,0,0,0,1,1,11,34,53,114,252,212,182,287,309,362,298,321,343,326,276,234,94,topic_229,0.25392365
query-parameters,1,1,3,7,4,13,17,19,14,25,35,34,37,29,22,46,42,38,39,44,50,50,23,topic_788,0.03243601
marklogic,1,1,0,2,2,4,17,74,84,69,65,110,117,201,186,262,183,252,257,257,283,295,79,topic_692,0.17437944
flowdocument,3,16,40,35,44,48,41,34,27,31,22,24,28,29,15,11,16,20,6,11,5,14,4,topic_787,0.025018077
networkd3,0,0,0,0,0,0,0,0,0,0,0,1,1,8,6,11,17,26,41,35,31,27,3,topic_134,0.009303182
tcpclient,3,12,31,40,41,72,97,123,132,130,122,140,111,143,114,110,100,104,86,109,105,104,25,topic_529,0.16654475
partial-classes,12,22,20,30,25,30,18,36,21,31,25,21,19,14,13,15,8,11,10,8,7,4,3,topic_429,0.016835872
computer-architecture,2,1,5,17,18,20,33,40,39,54,76,101,80,96,84,40,0,0,0,0,0,0,0,topic_907,0.016140543
hyperledger-composer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,327,645,544,224,68,topic_429,0.081937395
okhttp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,222,194,178,176,182,189,77,topic_0,0.06958211
datacontractserializer,2,29,36,47,44,62,61,81,60,66,56,49,39,38,37,38,22,22,20,19,17,9,1,topic_420,0.054962818
uwp-xaml,0,0,0,0,0,0,0,0,0,0,1,1,0,2,11,252,414,357,332,275,252,214,60,topic_927,0.04713511
docx4j,0,0,0,0,1,5,6,16,32,60,57,66,78,69,48,54,39,46,38,41,36,39,16,topic_139,0.036600403
lxml,2,13,31,70,102,136,157,211,191,226,209,273,265,250,289,297,260,254,234,226,218,216,71,topic_377,0.3500751
servlet-filters,2,14,22,37,75,104,106,137,145,148,135,121,96,122,107,95,98,71,69,70,59,68,33,topic_724,0.07358383
asp.net-2.0,84,147,141,105,156,50,58,51,21,32,12,12,5,12,3,9,2,5,3,1,0,3,1,topic_916,0.0024525826
today-extension,0,0,0,0,0,1,0,0,0,0,0,3,57,75,46,44,69,52,23,32,18,16,5,topic_803,0.01168431
facebook-marketing-api,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48,73,80,75,46,65,73,22,topic_809,0.0040114387
iocp,1,8,6,9,14,9,15,13,25,14,23,20,19,51,12,11,6,14,10,9,10,11,3,topic_591,0.032902468
gridextra,0,0,0,0,0,0,0,0,4,19,16,23,21,24,50,41,41,33,34,40,29,15,8,topic_780,0.001147509
upgrade,36,55,55,91,104,143,141,128,161,204,177,220,207,195,204,205,194,190,161,171,201,170,45,topic_760,0.14889397
scala.js,0,0,0,0,0,0,0,0,0,0,1,17,25,71,63,106,95,109,62,63,44,42,21,topic_222,0.041357737
coalesce,4,9,10,9,14,30,24,28,24,34,45,36,41,30,40,37,39,53,34,30,31,37,9,topic_291,0.013526875
reshape,0,1,5,13,14,24,34,59,61,119,146,137,143,142,167,164,147,206,201,208,196,218,72,topic_426,0.081492044
delphi-xe,0,1,2,2,58,211,226,177,105,91,68,92,81,69,76,44,38,34,17,18,15,15,7,topic_920,0.06389012
precompiled-headers,4,9,22,15,14,22,24,13,19,19,19,21,14,18,22,13,17,11,15,8,16,22,2,topic_575,0.012163694
contains,3,20,29,52,60,79,104,101,113,143,138,146,144,134,167,149,104,116,94,99,106,116,42,topic_910,0.0737059
afnetworking,0,0,0,0,0,0,37,161,311,510,492,407,371,377,319,249,202,99,65,38,39,24,8,topic_501,0.059420872
selection,7,37,80,98,121,179,209,240,250,277,263,254,201,218,156,162,117,130,124,107,106,103,32,topic_17,0.10449516
subclipse,13,14,35,43,42,64,74,69,66,59,41,35,33,20,16,20,19,12,6,3,7,2,0,topic_666,0.030407496
firefox-webextensions,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,60,130,237,232,164,136,121,44,topic_828,0.03858894
parallax,0,0,0,0,1,10,22,53,104,137,188,190,156,178,151,133,135,126,79,89,115,87,33,topic_563,0.112281896
simplexml,13,26,94,138,184,234,261,243,331,384,276,256,192,159,129,138,128,130,83,102,100,62,23,topic_781,0.13668771
typeerror,3,0,7,14,15,39,53,84,136,189,200,206,212,271,267,231,249,287,305,318,350,330,97,topic_793,0.3598545
jqgrid-asp.net,0,0,0,10,24,42,49,68,75,63,36,37,18,31,22,20,9,9,12,7,12,5,3,topic_102,0.041841965
matrix,19,121,189,257,358,610,624,915,1231,1659,1862,2423,2148,2501,2272,2496,2135,2230,1983,1695,1586,1451,442,topic_685,0.57508844
drawerlayout,0,0,0,0,0,0,0,0,0,19,86,73,68,73,72,89,68,48,49,41,25,39,9,topic_152,0.045523155
threadpool,16,34,55,77,133,183,199,239,240,244,240,218,179,210,177,183,180,180,160,147,196,190,61,topic_360,0.24447063
perl-module,4,6,18,37,60,72,82,72,98,151,149,127,73,90,83,59,68,41,45,27,5,10,1,topic_510,0.052068718
eloquent,0,0,0,0,0,0,0,0,19,249,456,828,1166,1214,1229,1328,1324,1344,1229,1533,1801,1961,694,topic_553,0.33415666
flash-builder,0,1,9,95,198,359,455,493,380,374,238,147,103,74,61,39,32,27,15,11,9,6,3,topic_935,0.06518246
sleep,15,37,57,48,87,125,102,173,148,188,166,196,143,148,142,144,114,108,96,108,87,105,40,topic_360,0.16830258
jags,0,0,0,0,0,0,2,3,2,5,12,21,15,29,25,34,34,27,25,23,24,17,11,topic_795,0.030290952
roxygen2,0,0,0,1,0,0,13,13,22,15,19,29,34,39,25,51,29,36,28,32,31,41,9,topic_54,0.03892165
tf.keras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,119,topic_537,0.0077328486
nashorn,0,0,0,0,0,0,0,0,1,8,9,40,64,62,84,65,65,60,45,50,27,30,4,topic_492,0.05929893
behavior,5,8,24,46,52,60,81,57,44,69,57,60,51,64,40,42,42,40,27,29,22,25,8,topic_197,0.08074957
minimize,5,16,15,13,34,32,19,22,32,42,31,34,36,24,31,49,31,35,36,31,49,47,12,topic_97,0.005244318
preferences,9,18,27,74,83,155,144,118,103,107,97,87,78,67,49,46,34,35,22,17,33,17,6,topic_791,0.14856246
jdbc-odbc,0,0,1,3,1,9,13,10,25,27,40,42,25,23,16,13,13,13,7,3,3,9,5,topic_705,0.01283608
unity-webgl,0,0,0,0,0,0,0,0,0,1,0,0,2,5,18,36,27,37,34,32,50,55,18,topic_95,0.03307725
spam-prevention,15,31,37,34,63,55,38,38,34,33,50,47,35,39,30,26,24,25,18,21,25,31,5,topic_839,0.007425546
executable-jar,9,13,19,26,45,63,59,118,107,138,125,116,117,137,115,105,97,129,94,91,93,115,28,topic_430,0.06410761
spark-streaming,0,0,0,0,0,0,0,0,0,0,0,2,89,289,379,665,663,584,517,465,434,392,98,topic_362,0.07267756
ejabberd,1,4,19,25,30,40,42,59,71,59,96,112,101,166,246,232,177,140,93,114,134,99,26,topic_174,0.053704612
typetraits,0,1,5,3,4,17,25,31,58,54,44,54,54,45,58,84,52,64,39,47,54,57,13,topic_59,0.027575124
lazy-initialization,1,2,1,6,18,20,31,27,35,32,35,30,31,43,38,41,25,31,32,33,25,22,10,topic_345,0.027457278
pygame,11,20,47,47,65,114,143,266,270,492,728,803,505,682,626,788,630,844,825,788,851,1172,318,topic_166,0.49988922
sqldataadapter,0,3,8,8,10,16,23,22,24,33,37,23,20,19,27,13,32,12,17,14,10,14,6,topic_983,0.004162668
osx-mavericks,0,0,0,0,0,0,0,1,0,4,617,779,374,119,50,21,12,7,5,6,7,1,3,topic_202,0.08520695
tinkerpop3,0,0,0,0,0,0,0,0,0,0,0,0,5,11,25,45,44,44,53,73,83,53,13,topic_632,0.04074142
google-fabric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,124,207,156,168,117,24,topic_90,0.058039963
mkmapview,0,2,55,125,174,305,358,358,479,466,385,404,279,262,230,210,197,168,122,94,83,61,19,topic_301,0.021311136
lua-patterns,0,0,1,3,5,7,3,5,9,10,29,39,37,28,23,19,10,12,10,4,14,4,2,topic_556,0.015858978
jscript,2,4,7,5,13,9,19,61,65,89,90,86,94,71,68,45,38,68,51,54,47,45,20,topic_793,0.097565524
registrykey,0,0,0,3,3,6,7,19,18,17,20,22,26,29,29,14,12,14,14,17,14,15,3,topic_456,0.041949153
riak,0,0,2,18,9,27,27,45,62,69,60,84,61,70,46,59,54,19,17,12,11,8,2,topic_719,0.035620175
settings.bundle,0,3,4,13,9,34,29,41,29,26,20,21,21,15,10,4,7,3,3,2,1,3,1,topic_526,0.010533482
multithreading,598,1363,2088,2798,3206,4475,4776,5822,6046,6640,7757,8701,7411,7736,7461,7380,6502,6314,5625,4674,4303,4320,1315,topic_97,0.9168256
chaining,0,6,22,18,37,38,29,46,37,58,55,51,52,48,37,53,55,44,34,34,37,34,10,topic_550,0.09009009
android-audiomanager,0,0,0,5,10,13,23,42,42,52,45,42,49,49,52,33,38,34,37,39,29,26,16,topic_599,0.05741913
bean-validation,0,1,6,15,35,60,94,114,102,119,98,124,84,108,110,92,82,84,93,76,78,89,29,topic_177,0.10647155
parameter-passing,6,13,22,66,161,215,194,266,344,332,399,345,351,351,403,455,415,384,397,321,344,329,102,topic_854,0.10167493
angularjs-ng-transclude,0,0,0,0,0,0,0,0,0,0,1,0,25,31,35,43,32,19,8,5,3,2,4,topic_247,0.02679868
abstracttablemodel,0,0,0,2,8,9,11,22,26,48,33,17,22,23,17,17,8,4,3,5,4,4,0,topic_779,0.009843496
gridfs,0,0,0,2,14,17,30,55,66,46,58,86,60,74,69,42,43,44,49,26,60,57,14,topic_452,0.088401556
history.js,0,0,0,0,0,3,34,54,58,60,58,44,25,21,16,19,12,11,8,7,8,11,0,topic_160,0.04506699
spring-cache,0,0,0,0,0,0,0,0,1,0,3,24,21,38,35,42,47,32,47,45,50,57,19,topic_179,0.024677996
maven-shade-plugin,1,1,0,2,1,1,3,11,12,19,14,18,30,36,31,41,23,31,17,26,29,29,10,topic_142,0.005507054
objectmapper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,93,97,91,98,87,94,84,34,topic_467,0.031484812
volume,8,11,20,31,45,76,93,85,106,95,87,104,64,82,89,57,58,63,61,59,76,68,22,topic_1,0.18502034
kaggle,0,0,0,0,0,0,4,1,4,2,9,12,10,15,25,32,40,42,46,61,74,88,25,topic_270,0.013504483
asp.net-mvc-viewmodel,0,1,0,1,1,6,8,3,29,46,61,41,47,31,36,31,26,20,18,19,18,8,4,topic_185,0.0024111234
xml.etree,0,0,0,0,2,3,3,2,6,9,9,19,10,7,9,9,9,13,9,9,16,18,2,topic_377,0.013265477
cncontact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,54,46,30,22,8,16,15,3,topic_618,0.0044883834
jackson2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,36,58,87,73,53,9,topic_18,0.048647895
spring-data-gemfire,0,0,0,0,0,0,0,0,4,2,1,10,13,16,15,9,25,27,26,21,26,17,7,topic_472,0.021576932
case-insensitive,7,18,27,48,57,38,48,46,51,53,47,44,53,66,38,56,46,48,41,28,26,28,7,topic_656,0.0780305
fuseki,0,0,0,0,0,0,0,1,3,10,7,17,29,29,28,35,27,28,22,26,22,30,5,topic_620,0.017340299
acts-as-taggable-on,0,0,0,13,23,41,36,50,38,22,41,30,20,58,35,26,27,13,12,3,8,4,0,topic_941,0.028027859
path-finding,4,15,8,24,18,38,34,94,64,77,60,64,67,99,67,71,64,78,53,52,55,74,29,topic_108,0.3758976
stretch,1,10,15,12,15,23,41,42,23,43,47,30,20,23,19,16,16,15,16,15,16,14,4,topic_386,0.027307514
pymc3,0,0,0,0,0,0,0,0,0,0,0,9,19,16,39,33,48,77,54,52,49,60,14,topic_421,0.011942982
python-wheel,0,1,0,0,0,0,0,1,0,0,2,18,11,34,33,41,37,36,38,51,39,46,18,topic_708,0.006993983
negative-lookahead,1,2,6,9,4,4,5,22,15,25,13,16,9,25,16,29,21,18,25,12,15,11,0,topic_727,0.01906224
vagrant,0,0,0,0,2,8,20,74,111,248,450,650,793,916,902,900,677,646,446,268,308,320,81,topic_840,0.24090628
nsoperationqueue,0,0,4,15,29,52,71,80,86,95,82,72,71,64,54,48,54,39,29,23,21,10,5,topic_298,0.021677336
popen,6,18,39,41,53,75,87,90,86,113,110,125,92,136,139,108,97,86,95,111,95,93,34,topic_184,0.08344176
