Tag,H2.2008,H1.2009,H2.2009,H1.2010,H2.2010,H1.2011,H2.2011,H1.2012,H2.2012,H1.2013,H2.2013,H1.2014,H2.2014,H1.2015,H2.2015,H1.2016,H2.2016,H1.2017,H2.2017,H1.2018,H2.2018,H1.2019,H2.2019,TopicNumber,Propensity
primary-key,30,100,128,152,135,175,190,234,222,236,242,240,173,213,209,207,135,153,131,151,135,131,36,topic_333,0.24729836
uiimageview,4,48,129,237,324,527,585,653,798,765,822,764,680,657,715,587,507,426,338,258,211,175,53,topic_1419,0.10802215
facelets,10,20,45,94,126,146,192,203,195,210,152,89,80,77,40,32,40,26,11,12,10,11,1,topic_175,0.0867966
video-capture,10,24,19,49,101,110,84,94,105,158,140,159,91,87,107,113,93,90,90,95,73,102,22,topic_1350,0.02429008
vscode-settings,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,27,188,210,294,387,445,170,topic_416,0.034222256
sentiment-analysis,0,0,2,0,8,8,15,21,16,37,34,75,51,95,83,104,72,114,95,130,135,162,53,topic_857,0.226366
blockingqueue,0,0,3,2,9,12,19,18,20,24,19,29,19,35,23,33,30,18,19,25,17,17,9,topic_1302,0.0030354727
jsf,85,179,364,890,1233,1946,1891,2337,2717,3204,3141,2888,2335,2249,1970,1631,1153,1185,880,678,692,638,212,topic_689,0.9722089
luis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,86,174,177,183,177,134,53,topic_1486,0.06921438
traits,3,3,7,39,31,38,58,61,61,101,103,117,132,179,165,126,161,163,135,153,138,172,51,topic_500,0.08248043
freebsd,15,26,27,30,47,68,99,106,105,112,96,124,102,139,108,127,91,80,76,66,63,65,14,topic_1379,0.09491073
jsp,219,388,614,924,1325,2069,1936,2753,3158,3858,4035,4583,3606,3572,3064,3117,2201,2293,1791,1434,1319,1301,374,topic_532,0.56183326
decompiling,18,24,22,27,32,56,52,51,59,48,53,49,38,53,36,50,50,52,41,26,28,36,11,topic_1389,0.104049556
cognos,5,11,13,13,8,18,16,19,61,63,71,73,76,57,64,66,40,37,44,43,47,48,17,topic_925,0.028891584
apache-flex,461,1213,2065,2662,2484,3262,2855,2435,1795,1559,1082,745,452,368,298,163,119,118,56,43,18,22,3,topic_935,0.6784147
javadoc,27,51,75,90,89,140,132,168,177,160,123,166,160,152,132,127,121,87,99,84,93,101,25,topic_1013,0.116581365
p5.js,0,0,0,0,0,0,0,0,0,0,0,0,7,12,15,52,67,137,147,183,183,279,81,topic_113,0.0486841
freemarker,12,9,28,36,58,80,75,129,115,109,146,131,106,159,164,194,160,160,139,142,135,116,57,topic_830,0.3715756
jta,5,7,22,29,35,43,44,74,67,62,59,73,66,75,68,58,60,51,40,26,45,33,5,topic_506,0.14291592
httpserver,3,2,9,10,8,14,41,24,38,46,65,69,69,58,68,69,63,56,48,60,59,73,18,topic_472,0.15170571
autowired,0,3,5,20,36,58,76,90,83,96,120,127,139,152,148,182,138,137,152,140,156,118,47,topic_1117,0.06885419
stack-trace,30,49,58,62,71,101,123,151,128,120,101,130,114,116,103,82,86,71,75,63,66,80,22,topic_1061,0.3271625
density-plot,0,0,0,0,0,0,2,0,0,12,21,17,24,17,33,27,21,27,27,42,35,39,5,topic_741,0.010623186
kibana-4,0,0,0,0,0,0,0,0,0,0,0,0,0,158,163,148,76,32,7,5,15,8,2,topic_845,0.0530534
gitignore,3,8,16,27,39,45,63,66,90,108,142,123,137,151,137,138,137,142,122,133,127,121,45,topic_947,0.053778477
jobs,2,2,9,12,39,40,34,79,77,108,104,103,103,129,114,130,140,158,135,122,137,135,59,topic_3,0.32129434
pyserial,0,6,4,10,18,29,33,26,44,63,94,75,65,91,86,96,126,125,124,116,121,165,49,topic_426,0.029199949
lazy-loading,15,53,79,131,149,204,206,224,261,280,229,218,220,197,189,202,190,232,235,236,298,324,113,topic_866,0.28644502
android-xml,0,1,2,4,23,63,96,137,164,222,226,220,184,158,254,154,132,160,113,73,88,112,30,topic_677,0.33931124
event-dispatch-thread,0,4,2,10,10,15,39,49,93,120,87,73,33,58,35,20,13,17,6,11,17,11,6,topic_561,0.12796041
python-imaging-library,13,38,73,75,100,140,161,209,206,249,259,237,213,208,243,234,185,289,289,291,490,537,198,topic_1348,0.092900604
javac,9,20,34,49,53,112,89,100,144,139,152,128,117,127,118,106,91,80,82,102,92,85,20,topic_822,0.27870193
entity-relationship,16,37,53,79,107,160,157,130,137,164,157,169,114,95,115,138,108,99,111,102,94,88,20,topic_731,0.41133913
getter,5,15,34,36,44,47,58,68,64,80,93,110,99,87,88,97,68,88,61,54,59,62,20,topic_892,1.0
kohana-3,0,0,1,78,102,146,165,100,57,39,54,40,17,10,10,8,10,4,4,1,1,0,0,topic_605,0.059341744
customdialog,0,0,0,1,9,8,22,24,30,23,18,33,16,15,15,22,10,12,16,6,12,6,5,topic_1400,0.020740535
nhibernate-mapping,25,156,165,215,256,218,218,204,158,156,100,86,64,65,71,36,31,28,15,26,17,16,6,topic_876,0.09955506
arkit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,557,500,476,408,147,topic_394,0.13117883
numpy-broadcasting,0,0,0,0,1,0,0,1,6,5,2,0,4,2,26,16,44,54,60,71,85,75,23,topic_180,0.033725604
fancybox-2,0,0,0,0,0,0,0,26,177,254,201,168,141,80,61,40,33,9,18,10,3,7,1,topic_744,0.15269461
eclipse-jdt,2,4,19,25,25,34,34,48,72,61,47,67,45,51,61,41,37,32,31,24,22,13,10,topic_266,0.006483507
nsmanagedobject,1,0,1,44,55,88,105,134,140,128,105,129,120,90,73,73,72,45,35,28,24,22,4,topic_501,0.030024242
asp.net-core,0,0,0,0,0,0,0,0,0,2,2,25,178,634,1295,1941,3276,3956,3846,4373,5458,6812,2521,topic_1268,0.7738487
contact,0,3,16,33,33,66,55,88,95,125,99,121,97,110,100,104,79,84,55,44,10,0,0,topic_1493,0.054234684
react-bootstrap,0,0,0,0,0,0,0,0,0,0,0,0,8,44,79,113,164,189,167,143,160,253,116,topic_1212,0.06542612
jvm,70,130,186,219,290,393,427,559,564,531,546,569,596,609,572,585,554,556,483,478,443,459,139,topic_1222,0.46349072
elementtree,5,4,14,18,17,51,46,66,83,117,102,116,106,114,141,97,124,120,106,117,131,144,58,topic_1096,0.22864048
mule-component,0,0,0,0,0,0,0,0,0,0,1,5,83,140,96,78,76,76,58,55,41,44,13,topic_749,0.04975482
viewdidload,0,1,9,20,28,56,53,41,51,65,31,45,39,33,43,38,31,30,22,13,12,15,1,topic_773,0.015809162
serilog,0,0,0,0,0,0,0,0,0,0,0,3,22,39,30,44,77,74,83,115,127,171,60,topic_128,0.06291664
sendgrid,1,0,1,2,6,21,27,38,46,73,73,71,102,137,130,196,199,160,150,158,173,201,64,topic_639,0.19512194
portable-executable,1,7,16,28,60,38,42,58,35,49,40,48,34,39,40,40,44,51,42,29,40,31,8,topic_1309,0.061742425
gruntjs,0,0,0,0,0,0,0,7,128,518,992,1432,1335,1256,995,802,504,356,223,184,138,109,29,topic_517,0.6205114
mxml,25,60,97,120,123,166,112,89,71,73,48,32,21,18,24,16,5,9,3,5,2,7,1,topic_935,0.031359177
mobx-react,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,105,86,74,93,105,28,topic_924,0.038010605
nested-loops,3,8,17,20,30,51,49,63,113,135,167,199,188,229,183,167,175,188,173,193,217,183,59,topic_1254,0.47325796
feature-extraction,1,0,1,2,5,1,4,11,37,41,58,81,57,79,73,97,75,106,83,89,119,123,52,topic_228,0.3128286
here-api,0,0,0,0,0,1,0,8,13,58,71,115,69,79,86,128,113,155,92,85,289,360,123,topic_1220,0.13351716
django-nonrel,0,0,0,7,25,53,65,60,38,31,27,20,18,9,13,2,3,0,0,2,1,0,0,topic_1479,0.016262671
asp.net-mvc-areas,0,2,13,46,38,39,40,35,47,50,36,25,26,23,23,23,24,17,11,12,15,7,4,topic_734,0.013359195
rest-client,1,0,1,7,9,12,16,34,30,36,47,48,70,49,55,57,50,52,47,44,51,51,22,topic_958,0.06603217
jwt,0,0,0,0,0,0,0,10,8,24,30,60,119,235,393,589,735,845,862,1041,1269,1314,444,topic_1342,0.45721984
wcf-binding,13,52,85,72,93,110,135,131,131,122,112,94,65,63,61,45,38,27,10,28,26,25,5,topic_73,0.18183967
azure-webjobssdk,0,0,0,0,0,0,0,0,0,0,0,4,45,36,46,57,40,47,42,23,25,33,8,topic_842,0.073591486
android-relativelayout,0,1,1,6,11,28,10,16,9,16,17,30,130,135,168,105,88,85,103,110,102,67,9,topic_1157,0.010806108
client,30,67,127,177,212,315,298,411,360,372,336,376,331,484,430,406,344,356,292,327,335,363,101,topic_401,0.1411282
jogl,4,21,27,24,56,64,65,82,67,71,63,76,81,71,48,49,32,46,25,27,19,16,2,topic_83,0.080270946
leanback,0,0,0,0,0,0,0,0,0,0,0,0,3,13,20,30,44,22,35,22,39,44,21,topic_966,0.06297835
mergesort,2,4,13,18,34,34,35,72,85,93,124,133,109,147,144,130,105,135,131,100,105,116,29,topic_1025,0.1286355
views,22,65,145,253,291,369,300,333,309,309,272,260,262,283,217,195,183,183,162,141,33,0,0,topic_333,0.30192408
resttemplate,0,0,0,0,4,8,22,33,36,58,54,77,68,96,98,131,118,145,167,182,214,269,120,topic_57,0.20874642
jxl,1,0,6,3,12,18,17,36,32,37,36,43,30,24,28,29,19,23,15,10,18,12,6,topic_673,0.054751188
pyopengl,4,1,5,10,7,21,16,24,26,23,37,22,29,27,22,29,39,31,27,41,47,69,18,topic_579,0.07614213
date-range,5,6,10,24,27,32,33,44,36,50,73,52,63,68,63,56,57,79,72,80,60,59,37,topic_1454,0.1105091
stdvector,2,3,15,22,23,40,63,89,111,146,164,107,84,96,67,93,99,93,88,134,125,141,64,topic_59,0.0647065
nancy,0,0,0,0,0,2,20,44,66,71,84,107,123,101,99,88,78,62,49,36,26,23,9,topic_321,0.1024501
jasper-reports,14,40,102,145,170,207,387,577,531,560,622,526,496,487,549,591,454,368,272,232,293,280,110,topic_445,0.7646329
serialization,215,442,606,825,967,1282,1264,1441,1340,1567,1682,1749,1537,1609,1657,1657,1471,1443,1264,1030,983,987,343,topic_200,0.7811536
informix,22,34,47,87,89,75,77,106,97,113,114,98,71,88,101,101,85,114,75,91,75,87,25,topic_886,0.07537039
c#-3.0,69,180,306,442,368,307,281,206,203,168,121,132,124,79,77,95,81,84,43,41,46,32,10,topic_251,0.53015345
realm,0,0,1,3,4,4,7,5,8,6,3,3,125,386,706,1128,1303,1193,912,754,573,488,141,topic_1432,0.42806628
prompt,9,21,29,16,28,49,62,72,86,104,112,118,121,104,116,110,100,108,69,92,106,106,27,topic_634,0.4021019
subset,2,9,9,15,25,55,68,85,107,176,258,307,301,382,340,378,303,354,354,368,289,328,114,topic_368,0.6083981
custom-action,14,12,26,50,46,68,71,60,80,57,53,55,48,47,32,30,27,40,25,36,30,28,15,topic_951,0.04467029
facebook-php-sdk,0,0,1,1,5,105,292,403,308,295,358,365,266,225,182,161,146,134,101,93,82,63,25,topic_1009,0.028903032
email-validation,7,9,23,32,46,51,58,50,72,63,54,73,51,64,39,51,33,60,34,31,45,40,12,topic_173,0.18885508
vue-cli-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,209,283,68,topic_1220,0.040417966
memory-address,2,4,16,20,25,53,36,49,76,109,70,90,70,80,88,68,66,83,62,67,67,60,17,topic_1371,0.035886448
computational-geometry,5,7,13,41,92,95,111,136,105,140,119,140,138,122,132,133,101,94,108,109,78,104,26,topic_1276,0.21835217
output,2,2,1,3,1,3,2,5,214,584,672,729,599,610,540,505,460,482,453,406,393,389,138,topic_49,0.5310676
cherrypy,17,14,27,48,36,73,65,79,100,87,82,96,75,85,70,53,59,59,40,29,31,42,14,topic_559,0.0171158
angularjs-material,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,40,40,37,75,75,75,36,7,topic_218,0.092968926
x509certificate,0,3,26,40,71,102,107,142,129,124,131,155,109,128,133,123,137,152,128,107,156,153,51,topic_746,0.4134963
android-maps,0,0,0,11,22,58,78,105,115,126,48,37,32,24,27,23,36,25,14,15,22,12,3,topic_122,0.04109181
r-package,0,0,1,3,0,3,1,5,3,1,1,2,1,37,35,65,69,76,93,81,79,80,28,topic_1068,0.057832383
kubernetes-helm,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,30,89,199,359,486,186,topic_680,0.23474178
jboss7.x,0,0,0,0,0,2,134,288,411,512,409,358,272,239,182,133,108,97,53,43,71,80,21,topic_171,0.21640843
filenames,14,54,77,90,86,127,135,157,182,228,228,236,197,235,187,180,139,151,129,170,149,125,44,topic_391,0.5028823
avfoundation,0,5,4,5,112,208,210,264,279,310,274,326,299,366,436,379,367,388,310,273,315,285,89,topic_373,0.1845364
recycler-adapter,0,0,0,0,0,0,0,0,0,0,0,0,14,85,148,221,233,226,330,390,396,420,130,topic_883,0.14759895
join,77,249,400,543,751,1083,1278,1512,1763,2248,2135,2281,2087,2048,2207,2181,1703,1964,1717,1643,1462,1348,441,topic_1160,0.9829331
rpart,0,0,0,4,0,1,3,5,7,15,12,17,17,36,35,31,23,31,32,41,25,40,10,topic_1360,0.0846891
azure-stream-analytics,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,63,56,81,101,79,80,60,30,topic_1486,0.04151488
sqlxml,3,11,5,8,17,13,14,21,21,16,102,26,13,40,14,16,15,16,13,12,10,17,8,topic_552,0.06541769
web2py,6,5,30,29,38,62,107,143,142,139,169,147,157,156,144,146,137,95,42,44,64,61,22,topic_379,0.025545921
url-routing,18,67,96,142,159,207,247,266,285,307,277,305,238,289,296,240,244,187,181,152,100,114,43,topic_1440,0.29613134
substr,1,4,12,10,20,39,56,48,71,65,80,72,87,88,59,70,63,80,54,65,51,39,14,topic_800,0.1269859
tablelayout,2,0,14,43,73,129,128,120,113,104,110,95,76,68,59,52,36,39,23,20,15,21,4,topic_1497,0.042584997
messaging,37,48,57,77,100,127,127,115,151,103,149,121,105,134,103,112,98,96,79,84,83,79,23,topic_1490,0.33633587
grafana,0,0,0,0,0,0,0,0,0,0,0,1,17,39,55,99,167,182,155,206,322,419,169,topic_229,0.13607572
file-descriptor,5,8,11,20,39,49,54,52,62,91,62,67,61,63,56,69,40,54,54,64,55,60,21,topic_1277,0.16601971
cqlsh,0,0,0,0,0,0,0,0,0,2,25,57,52,59,75,71,63,67,60,53,39,32,12,topic_322,0.2486852
sharekit,0,0,0,0,9,52,82,108,97,47,17,19,10,4,2,4,3,0,1,0,0,0,0,topic_539,0.11664075
fibonacci,4,6,13,21,25,47,45,55,59,93,102,122,120,113,116,120,126,108,108,100,87,81,19,topic_895,0.35155436
ssl-certificate,10,50,56,72,122,137,165,284,306,335,336,379,338,395,437,529,436,486,457,520,620,689,209,topic_1413,0.24126744
cycle,4,13,46,57,55,98,116,103,98,105,78,71,54,75,54,52,51,53,31,46,34,31,12,topic_64,0.13770288
filesystems,134,190,230,288,316,414,466,564,436,441,411,393,338,400,343,360,370,315,320,312,345,338,107,topic_644,0.56375164
navbar,0,0,2,9,4,15,18,39,78,162,273,277,273,306,339,304,309,356,351,349,291,306,64,topic_952,0.31378523
metaprogramming,42,68,101,179,206,238,208,244,234,206,200,202,152,166,182,194,167,155,182,153,134,141,49,topic_1088,0.35531855
r-factor,0,0,3,2,3,12,17,22,22,33,41,57,31,30,23,16,20,21,9,25,9,6,1,topic_770,0.015913634
categorical-data,0,0,0,2,1,0,0,0,1,16,24,36,45,68,68,62,79,86,76,111,140,126,62,topic_16,0.532835
bundle,4,15,45,63,96,172,191,269,319,393,337,303,249,264,248,272,232,250,233,210,198,183,54,topic_871,0.36050525
macos,515,908,1600,2050,2445,3570,4084,4527,4965,5126,5728,6013,5897,6032,6125,5829,5155,4980,4467,3896,4015,4164,1423,topic_1292,0.9233359
android-camera2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,85,102,149,156,137,162,197,86,topic_504,0.09139966
unique-constraint,1,9,13,25,37,40,42,54,59,88,58,57,48,69,47,60,36,45,54,56,47,45,20,topic_711,0.15859239
mysqldump,7,32,47,69,76,108,113,158,162,154,195,135,119,111,111,114,27,0,0,0,0,0,0,topic_135,0.12805735
random-forest,0,1,0,0,1,2,11,20,38,63,88,97,86,131,190,159,169,161,197,218,250,286,89,topic_118,0.23820604
break,4,12,22,28,39,54,57,78,93,112,122,128,119,121,136,121,113,126,110,86,90,84,22,topic_1079,0.4258417
spring-data,0,0,0,0,0,11,38,91,153,194,277,414,508,590,625,821,833,853,802,826,752,662,208,topic_1465,0.10796546
mediacodec,0,0,0,0,0,0,0,0,2,2,89,133,96,100,89,107,88,51,44,48,38,49,21,topic_737,0.013822944
radgridview,0,0,0,5,8,22,19,18,30,30,21,40,42,25,27,28,25,26,15,21,7,15,1,topic_734,0.010183052
hide,3,30,64,95,129,201,264,298,358,396,359,320,265,241,190,159,150,157,132,117,123,114,41,topic_252,0.64402884
sicp,5,12,14,9,16,12,17,22,31,29,17,25,37,21,26,30,39,16,11,20,22,19,6,topic_629,0.051809303
report,73,84,85,118,124,209,217,345,355,453,391,404,355,397,397,411,339,307,274,213,301,335,100,topic_429,0.59135836
mercurial,52,111,237,588,753,842,765,738,592,537,409,390,322,298,272,208,184,159,146,98,103,104,31,topic_914,0.6543505
ansible-playbook,0,0,0,0,0,0,0,0,0,0,6,88,135,209,297,458,480,43,0,0,0,0,0,topic_1297,0.13317248
mnist,0,0,0,0,0,0,0,2,2,3,5,7,6,10,21,39,57,118,136,125,114,133,38,topic_846,0.23527706
uinavigationcontroller,0,42,166,385,392,645,797,752,661,680,760,750,630,586,584,529,457,438,413,362,316,255,79,topic_618,0.27016628
auto,0,0,1,0,0,1,11,21,29,43,43,33,55,49,67,61,57,55,39,69,95,78,24,topic_1329,0.05282681
anova,0,0,0,5,1,4,16,11,27,29,27,41,53,48,48,48,57,52,67,72,72,93,28,topic_115,0.017372658
aws-iot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,49,45,104,114,102,130,35,topic_107,0.10423185
angular-material-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,193,122,12,topic_992,0.04191233
blackberry-simulator,0,1,6,41,59,76,74,89,70,88,52,29,6,4,2,2,0,0,0,0,1,0,1,topic_810,0.060433988
sift,1,0,5,4,7,27,18,51,43,43,47,68,40,60,33,59,49,41,31,35,30,26,6,topic_1458,0.030879572
download,60,119,274,375,468,721,695,876,1022,1100,1074,963,824,853,860,750,655,726,592,619,624,674,246,topic_729,0.8118743
pattern-matching,15,43,67,110,148,272,323,357,401,520,355,464,416,507,450,522,501,481,378,427,381,271,112,topic_385,0.34860852
split,31,92,134,221,264,391,527,621,784,1018,1122,1164,997,1051,1039,1114,1047,1134,1040,1035,954,901,320,topic_1273,0.44392207
tensorflow.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,123,205,60,topic_842,0.08276748
file-permissions,23,28,41,66,92,123,98,122,131,159,173,190,154,160,145,149,121,132,115,130,126,104,29,topic_759,0.44027707
gradlew,0,0,0,0,0,0,0,0,0,5,16,21,35,58,60,65,71,67,73,59,89,69,20,topic_494,0.09075652
spring-social,0,0,0,0,2,5,23,37,37,59,56,48,62,81,67,50,47,49,25,23,19,20,6,topic_21,0.13496584
android-ui,0,0,1,7,22,65,91,134,176,169,202,191,145,72,0,0,0,0,0,0,0,0,0,topic_1400,0.08839086
floating-point-precision,1,0,3,0,2,7,17,34,43,60,77,107,96,88,36,0,0,0,0,0,0,0,0,topic_725,0.067687154
graph-theory,45,71,46,52,80,84,107,109,115,128,103,117,101,128,133,144,113,176,127,181,280,186,53,topic_537,0.072946504
collectors,0,0,0,0,0,0,0,0,0,0,0,8,10,31,36,44,49,43,30,43,47,50,18,topic_489,0.08863536
liferay,1,26,39,58,64,143,228,395,469,511,443,546,442,546,449,358,351,272,248,134,136,162,54,topic_256,0.13237956
android-tv,0,0,0,0,0,0,0,0,0,0,0,0,29,70,69,113,112,85,92,72,116,122,43,topic_966,0.2007435
wtforms,0,0,0,2,6,18,17,27,51,61,56,98,58,106,76,92,75,72,56,59,72,83,24,topic_1418,0.03777717
google-sheets,2,6,8,22,53,47,73,178,397,518,653,704,936,1296,1075,1400,1371,1650,1756,2012,2143,3275,1240,topic_488,0.40292758
marionette,0,0,0,0,0,0,0,58,182,335,438,366,284,219,211,95,70,45,22,16,14,12,9,topic_45,0.6139306
visual-studio,1290,2000,2601,2814,3011,3239,3101,3019,2847,3308,3653,3977,3558,3960,5732,6446,5678,6600,5787,5404,4881,5016,1653,topic_219,0.6430238
qt-creator,1,9,61,81,115,139,189,189,246,284,294,294,249,247,255,263,246,231,188,199,165,161,60,topic_306,0.31836265
jooq,0,0,0,0,5,4,7,19,32,30,77,72,86,87,106,119,99,124,130,120,134,144,50,topic_808,0.14573424
rbind,0,0,0,0,1,4,1,6,8,21,20,32,38,47,47,47,42,48,40,40,51,60,16,topic_795,0.1185372
ratingbar,0,1,0,0,0,1,2,0,21,26,29,34,28,30,44,46,44,20,30,17,11,10,4,topic_1488,0.043435015
delphi,506,1104,1579,1784,2079,2586,2817,2872,2589,2998,2890,2711,2478,2391,2261,1960,1667,1723,1372,1208,1236,1184,374,topic_313,0.7181081
console,95,175,220,258,329,442,517,620,596,699,657,687,644,648,674,609,581,490,502,431,531,498,127,topic_651,0.5439341
development-environment,65,99,103,115,116,85,62,67,113,131,125,101,113,106,94,118,85,76,82,68,78,66,35,topic_582,0.10107434
social,5,7,7,13,20,37,59,86,78,80,71,79,54,51,49,38,36,41,28,25,32,21,10,topic_175,0.044043183
r-raster,0,0,0,0,0,0,0,0,0,1,12,19,21,36,31,83,62,91,70,83,61,77,28,topic_1153,0.035506096
nservicebus,1,3,22,88,136,126,128,183,158,173,163,136,128,138,92,79,75,64,55,59,43,34,8,topic_1342,0.11968116
domdocument,0,10,23,56,72,133,156,148,160,210,194,155,201,140,134,113,103,136,76,77,102,58,31,topic_975,0.54060525
perfect-forwarding,0,0,0,1,2,4,15,7,12,13,15,14,32,36,25,33,23,24,23,21,28,26,9,topic_1221,0.0058196243
sqoop,0,0,0,0,0,3,9,20,31,86,107,147,108,157,178,252,305,263,183,197,180,174,33,topic_408,0.038298946
database-partitioning,3,6,10,18,20,21,39,40,35,31,32,43,30,42,40,36,33,35,35,51,48,58,21,topic_943,0.0747412
sails-mongo,0,0,0,0,0,0,0,0,0,0,0,27,53,61,58,32,26,18,25,23,15,16,9,topic_1207,0.011817521
metadata,40,70,113,145,167,206,214,250,269,293,301,301,238,284,245,239,212,231,204,223,246,231,116,topic_974,0.2390326
delete-file,1,6,21,34,60,81,83,125,114,87,130,119,67,60,115,118,90,75,69,77,68,55,29,topic_1165,0.29518285
ecmascript-6,0,1,0,0,0,2,1,2,5,18,29,50,143,635,1296,2259,2495,2921,3007,2885,2542,2796,777,topic_1288,0.7470353
ecmascript-5,0,2,5,6,5,43,36,58,70,82,53,55,52,65,72,61,68,69,96,163,149,132,40,topic_937,0.12898089
scene,0,0,3,3,2,16,17,30,39,45,43,50,60,75,61,72,52,63,39,44,51,49,13,topic_142,0.02468765
scrollto,1,5,15,20,30,51,60,69,69,73,56,50,37,32,27,24,12,25,10,15,13,6,4,topic_550,0.12241681
oracle-apex,3,6,20,18,24,63,86,102,167,148,107,140,203,193,229,180,231,254,267,306,298,320,98,topic_931,0.1225763
modelsim,1,0,0,2,2,8,5,9,13,28,33,40,37,67,33,54,56,43,28,31,42,38,12,topic_1234,0.15292871
freetds,0,3,3,10,11,12,19,27,39,33,44,31,45,40,44,48,59,39,34,17,17,14,12,topic_1017,0.024540888
vertical-alignment,5,12,32,39,72,95,108,152,181,210,247,258,209,187,164,164,165,119,118,97,73,83,32,topic_717,0.3842062
dlopen,2,3,10,12,10,24,39,26,18,33,27,30,27,35,31,28,30,33,25,41,23,28,10,topic_1003,0.029193923
publishing,4,40,55,36,54,54,54,58,83,86,62,63,52,44,42,48,39,34,29,47,46,40,13,topic_737,0.015652452
box2d-iphone,0,0,0,6,20,28,36,71,105,83,51,8,4,1,0,1,0,0,0,0,0,0,0,topic_1419,0.004306986
css-animations,0,1,1,0,3,5,38,73,131,186,275,348,312,381,394,422,309,374,290,327,393,425,135,topic_63,0.29421103
assemblies,99,212,242,294,288,212,195,201,70,77,69,69,32,34,34,28,25,24,27,16,22,19,7,topic_831,0.06963314
amazon-cloudwatchlogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,20,46,40,42,50,89,46,topic_967,0.013228734
facebook-sdk-4.0,0,0,0,0,0,0,0,0,0,0,0,17,87,301,205,153,100,67,54,35,48,32,6,topic_545,0.16621336
kdb,0,0,0,1,1,2,5,9,7,55,26,64,66,86,38,47,65,71,98,138,137,151,40,topic_853,0.08373224
react-native-navigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,50,86,144,222,231,71,topic_1064,0.011592786
storyboard,3,17,38,33,34,48,285,802,731,705,740,646,768,669,658,529,507,347,319,252,234,173,63,topic_441,0.9296993
custom-component,8,17,22,36,40,41,68,114,113,95,80,56,47,48,48,25,18,28,17,17,18,16,6,topic_968,0.02695963
gridlayoutmanager,0,0,0,0,0,0,0,0,0,0,0,0,8,22,36,36,42,34,31,26,32,32,19,topic_1066,0.024748953
angular-meteor,0,0,0,0,0,0,0,0,1,1,0,0,0,23,109,145,86,63,32,17,6,11,0,topic_173,0.09300114
percona,0,0,0,0,0,7,6,15,32,32,24,28,34,33,34,46,55,38,37,29,27,29,10,topic_107,0.08414293
rancher,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,24,33,47,63,60,83,86,27,topic_170,0.028304406
resteasy,0,1,8,16,34,76,85,120,128,156,150,162,172,173,139,156,121,106,86,64,82,56,20,topic_332,0.1125481
pass-by-reference,19,37,70,106,116,118,170,208,162,227,227,196,217,208,199,196,184,161,162,165,151,133,46,topic_814,0.081715725
baseadapter,0,0,0,1,0,4,47,68,86,132,135,159,177,173,156,151,99,89,57,28,38,28,1,topic_334,0.1813512
powershell-ise,0,2,0,1,6,7,2,15,16,23,25,42,46,42,38,43,22,16,12,19,22,20,6,topic_85,0.014551502
angular-animations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,30,122,83,95,112,30,topic_374,0.0025388165
access,1,0,0,0,0,1,0,0,1,0,0,0,2,0,1,288,460,436,146,282,272,209,50,topic_582,0.10329045
primitive,13,17,20,32,26,32,41,58,53,62,68,55,51,56,46,36,29,41,36,27,22,18,7,topic_1104,0.03491365
slidingdrawer,0,0,1,5,11,43,36,38,42,46,55,53,21,33,24,8,0,6,5,1,1,3,0,topic_871,0.033500705
syslog,8,6,15,19,17,26,29,46,39,41,47,73,41,66,61,48,45,70,55,47,72,64,19,topic_629,0.109017804
phoenix-framework,0,0,0,0,0,0,0,0,0,0,0,4,16,57,350,484,539,560,437,317,223,198,40,topic_1172,0.10555301
didselectrowatindexpath,1,1,9,12,8,27,22,50,36,30,39,38,34,58,47,46,39,17,19,19,14,10,3,topic_373,0.019262392
angularjs-ng-click,0,0,0,0,0,0,0,0,0,11,57,105,117,171,163,133,99,77,67,33,21,16,0,topic_1317,0.03527658
datediff,10,8,17,19,23,29,48,56,74,81,79,74,76,90,62,73,60,79,82,57,56,64,19,topic_523,0.14091118
filereader,2,0,9,11,19,36,45,69,90,108,150,189,147,172,167,162,162,144,139,159,144,155,34,topic_288,0.36255106
nodemcu,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,85,106,117,64,78,75,110,34,topic_679,0.034666277
simd,2,5,17,25,34,37,58,63,72,78,89,84,75,127,123,92,114,138,107,91,100,113,43,topic_1329,0.10757227
