topic_0
okhttp: 0.13566826283931732; 
 credit-card: 0.1712784469127655; 
 ambari: 0.10594374686479568; 
 flutter-dependencies: 0.08907722681760788; 
 frama-c: 0.05469120666384697; 
 forth: 0.03471417725086212; 
 browserify-shim: 0.019157735630869865; 
 luhn: 0.018667059019207954; 
 hdp: 0.017684582620859146; 
 m3u8: 0.0008195374975912273; 
 hortonworks-sandbox: 2.2214983346202644e-06; 
 smooth-streaming: 5.244527301329072e-07; 
 mpeg-dash: 9.946219847734028e-08; 
 payment-processing: 3.253681768455863e-08; 
 formal-verification: 7.165252280394441e-10; 
 live-streaming: 3.0427813046962626e-10; 
 hortonworks-data-platform: 2.1302105912557323e-10; 
 flutter-sliver: 1.5463871849696886e-10; 
 recurring-billing: 4.9173096150489926e-11; 
 topic_961
jquery-ui-tabs: 0.29699549078941345; 
 extjs6: 0.1895155906677246; 
 indy10: 0.14520755410194397; 
 daterangepicker: 0.09124824404716492; 
 extjs6-classic: 0.07589397579431534; 
 jacoco-maven-plugin: 0.05746689438819885; 
 collect: 0.05220452696084976; 
 stream-processing: 0.03641156107187271; 
 extjs6-modern: 0.030050504952669144; 
 jsonschema2pojo: 0.025005528703331947; 
 extjs5: 9.300560321889861e-08; 
 bootstrap-daterangepicker: 1.8598026230165488e-08; 
 jacoco: 3.4728173670117712e-09; 
 delphi-xe3: 1.532394877656884e-09; 
 jquery-tabs: 4.697585653801184e-10; 
 idhttp: 2.500906703950534e-10; 
 delphi-xe7: 7.670644501522883e-12; 
 junit5: 7.23399768906563e-12; 
 extjs-grid: 3.3492864514803045e-13; 
 datasnap: 2.7161091301422524e-13; 
 topic_962
regression: 0.38961416482925415; 
 correlation: 0.16003142297267914; 
 unzip: 0.10866069048643112; 
 reportbuilder3.0: 0.05341159924864769; 
 rodbc: 0.047917820513248444; 
 rcurl: 0.0448877215385437; 
 adjacency-matrix: 0.04347837343811989; 
 sparklyr: 0.04185761883854866; 
 read.table: 0.03319013863801956; 
 weighted: 0.023395171388983727; 
 auditing: 0.01980133354663849; 
 party: 0.012402258813381195; 
 r-corrplot: 0.012261324562132359; 
 write.table: 0.009090292267501354; 
 piecewise: 6.850353173604162e-08; 
 pearson: 1.1187878179441668e-08; 
 glm: 5.8778262257419556e-09; 
 glmnet: 1.4491444710884593e-09; 
 cross-correlation: 2.8670971152777724e-10; 
 logistic-regression: 2.423811151786026e-10; 
 topic_963
notepad++: 0.608324408531189; 
 contour: 0.15689721703529358; 
 polar-coordinates: 0.043370798230171204; 
 asp.net-routing: 0.038425907492637634; 
 autopostback: 0.031626686453819275; 
 bit.ly: 0.01977955736219883; 
 aspnet-compiler: 0.016070889309048653; 
 maproute: 0.014525611884891987; 
 spamassassin: 0.013598443940281868; 
 api-doc: 0.012362223118543625; 
 oim: 0.011744111776351929; 
 identity-management: 0.011744111776351929; 
 ultraedit: 0.011022982187569141; 
 xpsdocument: 0.010507042519748211; 
 word-boundary: 3.0231397829538764e-08; 
 cartesian-coordinates: 1.0062679578481948e-08; 
 url-shortener: 1.501578528184666e-09; 
 notepad: 3.90669181032921e-12; 
 contourf: 2.1500143245617442e-12; 
 short-url: 1.3149063001621775e-12; 
 topic_964
assembly: 0.6208871603012085; 
 x86: 0.23893608152866364; 
 masm: 0.036563046276569366; 
 x86-16: 0.03406936675310135; 
 tasm: 0.011926626786589622; 
 bugzilla: 0.010780450887978077; 
 masm32: 0.009405894204974174; 
 emu8086: 0.007854608818888664; 
 16-bit: 0.007206603419035673; 
 mov: 0.004869795870035887; 
 real-mode: 0.003770204493775964; 
 68000: 0.0035934550687670708; 
 addressing: 0.0026509305462241173; 
 addressing-mode: 0.0025525481905788183; 
 memory-segmentation: 0.0024349282030016184; 
 ia-32: 0.0024152914993464947; 
 nasm: 6.41391088720411e-05; 
 6502: 1.0844727512449026e-05; 
 bootloader: 4.055557383253472e-06; 
 irvine32: 3.928498699679039e-06; 
 topic_965
contact-form-7: 0.20626018941402435; 
 relation: 0.17762163281440735; 
 shipping: 0.16212864220142365; 
 myisam: 0.14898273348808289; 
 woocommerce-rest-api: 0.08920205384492874; 
 referenceerror: 0.0597810260951519; 
 email-notifications: 0.058527421206235886; 
 having-clause: 0.03896721452474594; 
 cleardb: 0.030516492202878; 
 shop: 0.028012575581669807; 
 tax: 4.315436452628774e-09; 
 ups: 1.0396723482131165e-09; 
 satchmo: 5.511975320615647e-10; 
 shipping-method: 2.2221086082296893e-10; 
 having: 3.512828916640842e-11; 
 wordpress-rest-api: 2.8155047737676853e-12; 
 usps: 1.0051208997052807e-12; 
 models: 9.368017429497999e-13; 
 fedex: 5.598659014692531e-13; 
 bcc: 3.802569695753044e-13; 
 topic_966
android-wifi: 0.24042846262454987; 
 system.drawing: 0.12713350355625153; 
 android-tv: 0.11937356740236282; 
 bitmapimage: 0.10540569573640823; 
 wifimanager: 0.06983935832977295; 
 nodatime: 0.04293827340006828; 
 google-admob: 0.038540977984666824; 
 leanback: 0.037894319742918015; 
 artoolkit: 0.03388502076268196; 
 outofrangeexception: 0.02715975046157837; 
 lg: 0.02509043551981449; 
 ssid: 0.022245129570364952; 
 amazon-fire-tv: 0.021598467603325844; 
 obsolete: 0.02146913670003414; 
 wificonfiguration: 0.020434478297829628; 
 uint32: 0.019529154524207115; 
 membase: 0.013708999380469322; 
 pixelformat: 0.013321210630238056; 
 smart-tv: 2.987066636706004e-06; 
 webos: 9.871013162410236e-07; 
 topic_967
angular-universal: 0.238030344247818; 
 simplemembership: 0.15957340598106384; 
 ssr: 0.1577117145061493; 
 azure-servicebus-queues: 0.14680753648281097; 
 razor-2: 0.12207365781068802; 
 reduction: 0.10212698578834534; 
 overhead: 0.07366972416639328; 
 azureservicebus: 6.355684945447138e-06; 
 azure-servicebus-topics: 2.96711959890672e-07; 
 servicebus: 6.386323136986505e-10; 
 angular8: 2.0692043911640923e-10; 
 universal: 6.280188175056267e-11; 
 np-complete: 4.718258769798034e-11; 
 serverside-rendering: 4.462838085195209e-11; 
 webmatrix-2: 3.239715624676204e-13; 
 razorengine: 2.566871682655597e-13; 
 zone.js: 2.194830824248442e-13; 
 webjob: 1.7938601992728564e-13; 
 turing-machines: 5.555358419378348e-14; 
 context-switch: 2.7494848710068673e-14; 
 topic_968
usb: 0.47529637813568115; 
 android-room: 0.19547303020954132; 
 ssh-keys: 0.08893987536430359; 
 custom-component: 0.06800875812768936; 
 activity-lifecycle: 0.04415701702237129; 
 android-database: 0.03203296661376953; 
 audiotrack: 0.026772363111376762; 
 tabactivity: 0.022669564932584763; 
 nfc-p2p: 0.013338057324290276; 
 android-beam: 0.009728118777275085; 
 passphrase: 0.0079273022711277; 
 options-menu: 0.00785786285996437; 
 android-parser: 0.007788323797285557; 
 hid: 1.0003624993260019e-05; 
 usbserial: 1.6387902235237561e-07; 
 adk: 1.5030825295525574e-07; 
 usb-otg: 4.526598829102113e-08; 
 udev: 3.1387926924253406e-08; 
 libusb: 6.88723522657142e-09; 
 pyusb: 3.1104809838922165e-09; 
 topic_969
opengl-es-2.0: 0.47496411204338074; 
 restart: 0.15268492698669434; 
 fragment-shader: 0.13464830815792084; 
 vertex-shader: 0.09043354541063309; 
 glkit: 0.05473610758781433; 
 glsles: 0.03294186666607857; 
 uniform: 0.030061019584536552; 
 opengl-es-1.1: 0.015155764296650887; 
 standby: 0.014278983697295189; 
 gpuimage: 9.481579036219046e-05; 
 shutdown: 3.2864096510820673e-07; 
 glsurfaceview: 7.409686730852627e-08; 
 depth-buffer: 7.337347085467627e-08; 
 mipmaps: 1.750486866569645e-08; 
 egl: 9.806016443292265e-09; 
 texture-mapping: 4.592532576452868e-09; 
 blending: 3.863130704218065e-09; 
 opengl-es-3.0: 1.497238111269894e-09; 
 framebuffer: 1.380572878240116e-10; 
 stencil-buffer: 6.965930610114413e-11; 
 topic_970
cors: 0.6485357284545898; 
 puppeteer: 0.1431749165058136; 
 infowindow: 0.07155551761388779; 
 ecmascript-next: 0.019677286967635155; 
 zendesk: 0.019230544567108154; 
 tornadofx: 0.017377767711877823; 
 apache-curator: 0.01354421116411686; 
 mapserver: 0.012266535311937332; 
 gnustep: 0.012202771380543709; 
 trust: 0.010286105796694756; 
 cartodb: 0.009966661222279072; 
 firebase-tools: 0.008327161893248558; 
 asdf: 0.007145968731492758; 
 kubuntu: 0.006708329543471336; 
 preflight: 4.806981337424077e-07; 
 google-chrome-headless: 1.4344935017618354e-08; 
 headless-browser: 3.0107333293116767e-10; 
 response-headers: 1.805260801956976e-10; 
 xdomainrequest: 3.887067751007223e-12; 
 apache-zookeeper: 7.524140815604041e-13; 
 topic_971
slice: 0.6096875071525574; 
 pca: 0.2944088280200958; 
 tiled: 0.049546074122190475; 
 morse-code: 0.023737505078315735; 
 nxt: 0.02261943556368351; 
 dimensionality-reduction: 3.6834899219684303e-07; 
 lego: 2.6031253241853847e-07; 
 mindstorms: 2.6833538863124673e-11; 
 tmx: 1.648373972040762e-11; 
 decomposition: 5.882889227842858e-12; 
 orthogonal: 3.7343500687569975e-12; 
 factor-analysis: 2.616968057186919e-13; 
 numpy-broadcasting: 1.1406755531448431e-13; 
 anomaly-detection: 7.310779992454261e-14; 
 stride: 1.6471807574055912e-14; 
 pmml: 6.935791222221436e-15; 
 sklearn-pandas: 6.763237905371526e-15; 
 scikits: 1.7972586479231712e-15; 
 splice: 4.3383841712239107e-16; 
 principal: 3.559243826367799e-16; 
 topic_972
compare: 0.33563798666000366; 
 microsoft-graph: 0.21304650604724884; 
 locale: 0.17981210350990295; 
 p2p: 0.07115626335144043; 
 nutch: 0.06300592422485352; 
 iconv: 0.022972706705331802; 
 autofocus: 0.015624801628291607; 
 fbsdk: 0.01524473074823618; 
 flashlight: 0.014569086022675037; 
 activation: 0.013597815297544003; 
 mobile-development: 0.013386668637394905; 
 image-capture: 0.013259980827569962; 
 setlocale: 0.00823469739407301; 
 invite: 0.007770179770886898; 
 libjingle: 0.005912093445658684; 
 mod-fcgid: 0.00510973809286952; 
 microsoft-graph-sdks: 0.0016537823248654604; 
 intune: 4.653924406738952e-06; 
 outlook-restapi: 1.3857754765922436e-07; 
 onedrive: 1.3511419183487305e-07; 
 topic_973
selectize.js: 0.33125779032707214; 
 collada: 0.30386051535606384; 
 prepend: 0.2714819312095642; 
 reflow: 0.09339974820613861; 
 openscenegraph: 1.4152524707711223e-09; 
 3d-modelling: 1.3418400505310624e-13; 
 wireframe: 1.2813421114074575e-13; 
 tagging: 9.192572104996938e-14; 
 papervision3d: 1.7842323823372315e-14; 
 picking: 6.928978112710196e-15; 
 sketchup: 3.576921880433029e-15; 
 cons: 1.889898641364374e-15; 
 web-performance: 9.107622238980562e-16; 
 topic_974
photo: 0.2682467997074127; 
 zooming: 0.122740738093853; 
 twitter-fabric: 0.1195865049958229; 
 battery: 0.10326679050922394; 
 quicktime: 0.08790705353021622; 
 fips: 0.04210212826728821; 
 wso2-emm: 0.035793669521808624; 
 cellular-network: 0.03565652668476105; 
 batterylevel: 0.03140517324209213; 
 phonon: 0.025508131831884384; 
 gameplay-kit: 0.02194247767329216; 
 mp4parser: 0.020433932542800903; 
 mkmapviewdelegate: 0.019605230540037155; 
 quicklisp: 0.017668193206191063; 
 pressed: 0.017553983256220818; 
 disable: 0.016456859186291695; 
 batterymanager: 0.014125471003353596; 
 panning: 1.5623562887867593e-07; 
 qtkit: 1.1815991740604659e-07; 
 reachability: 6.909212402206322e-08; 
 topic_975
php-extension: 0.2282830774784088; 
 pecl: 0.18252304196357727; 
 ratchet: 0.13857273757457733; 
 htmlspecialchars: 0.1101343035697937; 
 phar: 0.07730083912611008; 
 php-internals: 0.06359868496656418; 
 phpwebsocket: 0.06153043359518051; 
 ccavenue: 0.0566183403134346; 
 mysql-connect: 0.050930652767419815; 
 multi-step: 0.030506685376167297; 
 mysql-real-escape-string: 1.2141348406657926e-06; 
 reactphp: 2.3842241958504928e-08; 
 intl: 6.340242775237925e-10; 
 mysqlnd: 1.0040937699351549e-11; 
 undefined-function: 9.35552330050271e-12; 
 phpinfo: 9.08655702763772e-12; 
 libssh2: 3.651884350475143e-12; 
 ta-lib: 3.6249063646576207e-12; 
 php-ini: 1.418293108824964e-12; 
 ioncube: 4.437503695661066e-13; 
 topic_976
exception: 0.8439273834228516; 
 string-comparison: 0.04242752119898796; 
 restlet: 0.03256317600607872; 
 restful-url: 0.02741769328713417; 
 owasp: 0.0175995621830225; 
 opencsv: 0.01637945882976055; 
 polygons: 0.012129249982535839; 
 string-conversion: 0.007555926218628883; 
 unhandled: 3.693901362566976e-08; 
 zap: 2.06801562541159e-08; 
 throw: 7.83747164390114e-11; 
 catch-block: 2.2544742114827265e-11; 
 traceback: 1.891562080580389e-11; 
 custom-exceptions: 2.0233547910059047e-12; 
 eofexception: 1.7664511617766082e-13; 
 throws: 7.784839260857254e-14; 
 throwable: 6.999832164638134e-14; 
 rescue: 6.270614046456971e-14; 
 hresult: 5.37715590099002e-14; 
 restlet-2.0: 1.714859198110978e-14; 
 topic_977
aws-lambda: 0.7039909958839417; 
 aws-api-gateway: 0.1971467286348343; 
 serverless-framework: 0.07565397024154663; 
 aws-sam-cli: 0.009885636158287525; 
 amazon-web-services: 0.006971506401896477; 
 graceful-degradation: 0.0063476222567260265; 
 amazon-lex: 2.2497390546050156e-06; 
 aws-sam: 1.1303509381832555e-06; 
 serverless-architecture: 1.2984253316972172e-07; 
 aws-xray: 3.456272423818518e-08; 
 aws-serverless: 1.6251751944196258e-08; 
 zappa: 9.81361303331596e-09; 
 alexa-skills-kit: 5.237914990630088e-09; 
 amazon-cloudwatch: 2.4648136864868775e-09; 
 aws-batch: 1.4899892430975115e-09; 
 aws-step-functions: 9.53837009376457e-10; 
 alexa: 1.5514585449682983e-10; 
 serverless: 1.5443021861294426e-10; 
 aws-sdk: 9.67817007091476e-11; 
 aws-cloud9: 8.879953022900011e-11; 
 topic_978
magento: 0.7683815956115723; 
 md5: 0.07280568033456802; 
 magento-1.7: 0.07036859542131424; 
 silverstripe: 0.043089497834444046; 
 magento-1.4: 0.01445873361080885; 
 invoice: 0.010772374458611012; 
 mongodb-php: 0.010035088285803795; 
 file-put-contents: 0.003624920267611742; 
 response-time: 0.003481554100289941; 
 php-mongodb: 0.002966251689940691; 
 magento-1.6: 1.2652119949052576e-05; 
 magento-1.8: 1.4258866940508597e-06; 
 silverstripe-4: 1.1920128599740565e-06; 
 adminhtml: 2.6482032922103826e-07; 
 magento-1.5: 9.088795849265807e-08; 
 magento-1.9: 1.4170895568099695e-08; 
 mage: 8.526289896337857e-09; 
 magmi: 2.8936044671468153e-09; 
 magento-1.9.1: 3.451594843273398e-10; 
 fishpig: 1.364088564326238e-10; 
 topic_979
joomla3.0: 0.27691319584846497; 
 telerik-grid: 0.20202291011810303; 
 joomla-extensions: 0.13734070956707; 
 telerik-mvc: 0.1249454915523529; 
 newsletter: 0.0999821275472641; 
 easyphp: 0.04683847725391388; 
 joomla1.7: 0.039889272302389145; 
 joomla-template: 0.027408117428421974; 
 mat-file: 0.023033207282423973; 
 joomla1.6: 0.021617228165268898; 
 joomla-component: 6.614136964344652e-06; 
 joomla1.5: 2.0360130292829126e-06; 
 joomla2.5: 2.895754107612447e-07; 
 joomla3.1: 2.103804206399218e-07; 
 joomla-module: 9.18110956149576e-08; 
 joomla3.2: 3.3272602451006605e-08; 
 joomla-k2: 3.4922625902211735e-10; 
 telerik-reporting: 3.286513561295834e-10; 
 k2: 1.1569791652510375e-10; 
 unsubscribe: 4.0891980773727354e-11; 
 topic_980
core-graphics: 0.6846780776977539; 
 core-foundation: 0.10118924826383591; 
 spring-cloud-feign: 0.05162151902914047; 
 sbt-native-packager: 0.046371087431907654; 
 netflix-feign: 0.03930871933698654; 
 ajp: 0.033627383410930634; 
 typesafe-config: 0.027485394850373268; 
 scala-2.9: 0.015662068501114845; 
 cgpath: 5.31877412868198e-05; 
 core-animation: 2.6098625767190242e-06; 
 typesafe: 4.371593433916132e-07; 
 feign: 3.3592488080103067e-07; 
 quartz-graphics: 9.448990923033307e-09; 
 quartz-2d: 9.317252747109706e-09; 
 cgaffinetransform: 4.085975557899246e-09; 
 sbt-plugin: 4.012892684812641e-09; 
 macos-carbon: 1.4533776404590526e-09; 
 quartz-core: 8.710009380408223e-10; 
 cgcontext: 7.816302605156977e-10; 
 drawrect: 1.8807065627068908e-10; 
 topic_981
grails: 0.8000427484512329; 
 gorm: 0.11202536523342133; 
 grails-2.0: 0.03547336161136627; 
 grails-controller: 0.012385931797325611; 
 url-mapping: 0.009773839265108109; 
 sumo: 0.00701539171859622; 
 roundcube: 0.004623882006853819; 
 report-designer: 0.0033765423577278852; 
 incremental-build: 0.003239487763494253; 
 grails-2.4: 0.0032394372392445803; 
 automated-deploy: 0.0031841120216995478; 
 meteor-publications: 0.0028231844771653414; 
 grails-3.3: 0.002796480432152748; 
 grails-3.1: 1.1697282076283955e-07; 
 gsp: 1.0721198151486533e-07; 
 ggts: 2.0753658347416604e-08; 
 grails-domain-class: 3.252143887522152e-09; 
 grails3: 5.84284731708351e-10; 
 grails-3.0: 5.128701907608502e-10; 
 grails-2.2: 1.5687248375306773e-11; 
 topic_982
twitter-oauth: 0.3018389344215393; 
 avr: 0.22536815702915192; 
 inline-assembly: 0.19056415557861328; 
 atmega: 0.07965704053640366; 
 cortex-m3: 0.04730391502380371; 
 bootstrap-sass: 0.035784393548965454; 
 newman: 0.025237087160348892; 
 collapsable: 0.022671619430184364; 
 usart: 0.015684867277741432; 
 html5-fullscreen: 0.015441211871802807; 
 gnu-toolchain: 0.01397061999887228; 
 newlib: 0.013725521042943; 
 galleryview: 0.012745127081871033; 
 atmelstudio: 4.333487595431507e-06; 
 avr-gcc: 1.357763608211826e-06; 
 atmel: 1.2350265023997054e-06; 
 avrdude: 4.1520360127833555e-07; 
 adc: 2.016524369707895e-08; 
 microcontroller: 1.4071145360006199e-09; 
 linker-scripts: 1.3819287936200908e-09; 
 topic_983
list: 0.9849075675010681; 
 any: 0.0046999771147966385; 
 stringio: 0.0029503372497856617; 
 moles: 0.002885364694520831; 
 pex: 0.002371849026530981; 
 coding-efficiency: 0.0021848648320883512; 
 nested-lists: 4.924618490775856e-10; 
 append: 2.954322848641375e-14; 
 ilist: 1.3485811664769505e-15; 
 cons: 6.234738474195783e-16; 
 list-comprehension: 4.195207809869352e-16; 
 remove-if: 3.3308427156296568e-16; 
 generic-list: 2.934755286416969e-16; 
 indexoutofrangeexception: 2.4591147874959533e-16; 
 icomparer: 2.196311698302874e-16; 
 topic_984
jestjs: 0.6763389110565186; 
 jsdoc: 0.09603659808635712; 
 frames: 0.08174709230661392; 
 bitbucket-pipelines: 0.05224018543958664; 
 perfmon: 0.025145813822746277; 
 changelog: 0.020320788025856018; 
 cmder: 0.014475081115961075; 
 clos: 0.013997221365571022; 
 git-status: 0.013918347656726837; 
 jsdoc3: 0.005690057296305895; 
 enzyme: 7.602012919960544e-05; 
 vue-test-utils: 8.486174010613468e-06; 
 babel-jest: 5.441212579171406e-06; 
 react-testing-library: 5.514126044658951e-09; 
 frameset: 5.5104583118748e-09; 
 nock: 2.9566762371757704e-09; 
 supertest: 8.629859604702972e-10; 
 babel: 3.968181339075727e-11; 
 jsdom: 1.9784947985490575e-11; 
 conemu: 9.18942873184836e-13; 
 topic_985
service: 0.790812611579895; 
 reporting: 0.12830373644828796; 
 asp.net-core-2.2: 0.02685791626572609; 
 nuget-package-restore: 0.023165220394730568; 
 openstack-swift: 0.012165311723947525; 
 background-thread: 0.007618168834596872; 
 custom-model-binder: 0.00625738175585866; 
 assembly-binding-redirect: 0.0048196581192314625; 
 background-service: 3.908892307058487e-11; 
 stimulsoft: 3.209617988053637e-11; 
 report-designer: 6.5681943391127096e-12; 
 modelbinders: 3.2532854448569237e-12; 
 shutdown: 2.2500326254948355e-12; 
 impersonation: 4.284176366529252e-13; 
 telerik-reporting: 2.2689066337538977e-13; 
 systemctl: 5.686970398722721e-14; 
 object-storage: 2.134275524053649e-14; 
 nuget-server: 1.6897733009385053e-14; 
 bus: 1.3629346268121192e-14; 
 foreground: 1.31788340074321e-14; 
 topic_986
blackberry: 0.6622413992881775; 
 expressionengine: 0.09842972457408905; 
 user-permissions: 0.06909533590078354; 
 blackberry-simulator: 0.04676384478807449; 
 blackberry-jde: 0.039449695497751236; 
 blackberry-playbook: 0.02178678847849369; 
 qt5.5: 0.016651351004838943; 
 system-design: 0.01517233345657587; 
 kramdown: 0.012060553766787052; 
 qt5.3: 0.008636915124952793; 
 ribbonx: 0.008148668333888054; 
 blackberry-eclipse-plugin: 0.0015425109304487705; 
 listfield: 2.074802432616707e-05; 
 blackberry-storm: 8.416378705078387e-08; 
